id,bookTitle,page,pageLoc,type,bookID,bookPg,bookType,anchorText,itemType,date,author,language
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,351,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,171,Book,"Œ‚ŒæPlus on y réfléchit, plus on trouve que cet état était le moins sujet aux révolutions, le meilleur à l'homme, et qu'il n'en a díé sortir que par quelque funeste hasard qui pour l'utilité commune eíét díé ne jamais arriverŒæŒé (p. 171).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,379,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,149,Book,"Œ‚ŒæQuand ils commencèrent à distinguer le sujet d'avec l'attribut, et le verbe d'avec le nom, ce qui ne fut pas un médiocre effort de génie, les substantifs ne furent d'abord qu'autant de noms propres, l'infinitif fut le seul temps des verbes et à l'égard des adjectifs la notion ne s'en dut développer que fort difficilement, parce que tout adjectif est un mot abstrait, et que les abstractions sont des Opérations pénibles et peu naturellesŒæŒé (p. 149).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,315,c,Quotation,https://derridas-margins.princeton.edu/titles/192/,151,Book,"Œ‚ŒæQuant à moi, effrayé des difficultés qui se multiplient, et convaincu de l'impossibilité presque démontrée que les Langues aient pu naí¬tre et s'établir par des moyens purement humains, je laisse à qui voudra l'entreprendre, la discussion de ce difficile Problème, lequel a été le plus nécessaire de la Société déjà liée à l'institution des Langues, ou des langues déjà inventées, à l'établissement de la SociétéŒæŒé. (p. 151).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,302,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,143,Book,"Œ‚ŒæQuoi qu'en disent les moralistes, l'entendement humain doit beaucoup aux passions... Les passions à leur tour tirent leur
origine de nos besoinsŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,238,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,155,Book,"Œ‚ŒæTel est le pur mouvement de la Nature, *antérieur à toute réflexion* : telle est la force de la pitié naturelle, que les mÅñurs les plus dépravées ont encore peine à détruire... Mandeville a bien senti qu'avec toute leur morale les hommes n'eussent jamais été que des monstres, si la Nature ne leur eíét donné la pitié à l'appui de la raison...ŒæŒé Œ‚ŒæIl est donc bien certain que la pitié est un sentiment naturel, qui modérant dans chaque individu l'activité de l'amour de soi-míÈme, concourt à la conservation mutuelle de toute l'espèce. C'est elle, qui nous porte *sans réflexion* au secours de ceux que nous voyons souffrirŒæ: c'est elle qui, dans l'état de Nature, *tient lieu* de Loi, de mÅñurs et de vertu, avec cet avantage que nul n'est tenté de désobéir à sa *douce voix*ŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,250,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,141,Book,"Œ‚ŒæTout animal a des idées, puisqu'il a des sens, il combine míÈme ses idées jusqu'à un certain point, et l'homme ne diffère
à cet égard de la BíÈte que du plus au moinsŒæ: Quelques Philosophes ont míÈme avancé qu'il y a plus de différence de tel homme à tel homme que de tel homme à telle bíÈteŒæ; Ce n'est donc pas tant l'entendement qui fait parmi les animaux la distinction spécifique de l'homme que sa qualité d'agent libre.ŒæŒé (Second *Discours*, p. 141).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,346,c,Footnote,https://derridas-margins.princeton.edu/titles/192/,146,Book,"Bien qu'il aiguise davantage la césure entre l'état de pure nature et l'état de la société naissante, le *Discours* n'en multiplie pas moins les allusions Œ‚Œæaux peines inconcevables et au temps infini qu'a díé coíéter la première invention des LanguesŒæŒé (p. 146), au Œ‚Œætemps qui s'écouleŒæŒé, au Œ‚Œæprogrès presque insensible des commencementsŒæŒéŒæ;",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,301,c,Quotation,https://derridas-margins.princeton.edu/titles/192/,146,Book,"C'est Œ‚Œæla faute de ceux qui, raisonnant sur l'état de rature, y transportent les idées prises dans la sociétéŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,241,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,158,Book,"C'est Œ‚Œæun sentiment facticeŒæ; né de l'usage de la société, et célébré par les femmes avec beaucoup d'habileté et de soin pour établir leur empire, et rendre dominant le sexe qui devrait obéirŒæŒé (p. 158).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,379,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,149,Book,C'est le moment oí_ il y a des mots (Œ‚Œæles premiers motsŒæŒé) qui ne fonctionnent pas encore comme ils le font Œ‚Œædans les langues déjà forméesŒæŒé et oí_ les hommes Œ‚Œædonnèrent d'abord à chaque mot le sens d'une proposition entièreŒæŒé.,bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,260,c,Quotation,https://derridas-margins.princeton.edu/titles/192/,156,Book,"C'est pourquoi la maxime de la bonté naturelle Œ‚ŒæFais *à autrui comme tu veux qu'on te fasse*ŒæŒé doit íÈtre tempérée par cette autre maxime, Œ‚Œæbien moins parfaite, mais plus utile peut-íÈtre que la précédenteŒæ:ŒæŒ‚Œæ*Fais ton bien avec le moindre mal d'autrui qu'il est possible*.ŒæŒé (Second *Discours*, p. 156.) Celle-ci est mise Œ‚Œæ*au lieu*ŒæŒé de celle-là.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,316,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,146,Book,"C'est toujours dans la première partie, immédiatement après la critique de Condillac et de ceux qui, Œ‚Œæraisonnant sur l'état de nature, y transportent les idées prises dans la sociétéŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,259,b,Footnote,https://derridas-margins.princeton.edu/titles/192/,152,Book,"Cf. aussi p. 152 et le fragment sur l'*état de nature*Œæ:ŒæŒ‚ŒæTant que les hommes gardèrent leur première innocence, ils n'eurent pas besoin d'autre guide que la voix de la natureŒæ; tant qu'ils ne devinrent pas méchants, ils furent dispensés d'íÈtre bonsŒæŒé (p. 476).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,343,d,Quotation,https://derridas-margins.princeton.edu/titles/192/,160,Book,Elle était la condition indispensable de ce processus des générations que reconnaí¬t aussi le *Discours* (Œ‚Œæles générations se multipliaient inutilementŒæŒé).,bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,258,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,146,Book,"Et elle risque sans cesse de Œ‚Œæcommettre la faute de ceux qui, raisonnant sur l'état de nature, y transportent les idées prises dans la société...ŒæŒé. (Second *Discours*, p. 146.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,316,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,147,Book,"Et il propose un sautŒæ:ŒæŒ‚ŒæSupposons cette première difficulté vaincue. Franchissons pour un moment l'espace immense qui dut se trouver entre le pur état de Nature et le besoin des LanguesŒæ; et cherchons, en les supposant nécessaires,
comment elles purent commencer à s'établir. Nouvelle difficulté encore pire que la précédente...ŒæŒé (p. 147).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,207,c,Quotation,https://derridas-margins.princeton.edu/titles/192/,172,Book,"Et n'avaient-elles pas tout fait pour éviter cette catastrophe, pour se protéger de cette violence et nous garder de cette faute fataleŒæ? Œ‚Œæde sorteŒæŒé, dit le second *Discours* précisément des mines, Œ‚Œæqu'on dirait que la nature avait pris des précautions pour nous dérober ce fatal secretŒæŒé (p. 172).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,52,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,,Book,"Il s'agirait bien, comme Rousseau par exemple, d'une rupture avec la nature, d'une usurpation allant de pair avec l'aveuglement théorique sur l'essence naturelle du langage, en tout cas sur le lien naturel entre les Œ‚Œæsignes instituésŒæŒé de la voix et Œ‚Œæle premier langage de l'hommeŒæŒé, le Œ‚Œæcri de la natureŒæŒé (*Second Discours*).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,237,c,Footnote,https://derridas-margins.princeton.edu/titles/192/,1330-1331,Book,Il s'agit du contenu philosophique du chapitre IX Œ‚ŒæFormation des langues méridionalesŒæŒé. C'est au sujet de ce chapitre fondamental que R. Derathé et J. Starobinski se séparent. Ils ne se sont certes jamais opposés directement sur ce point. Mais ils lui consacrent l'un et l'autre une note et cette confrontation doit nous aider à éclairer notre problème.,bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,343,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,159-160,Book,"L'ŒæŒ‚Œæhomme sauvageŒæŒé du *Discours* erre dans les foríÈts Œ‚Œæsans industrie, sans parole, sans domicileŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,331,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,148,Book,"Le Œ‚Œæcri de la natureŒæŒé (second *Discours*),",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,238,b,Footnote,https://derridas-margins.princeton.edu/titles/192/,154,Book,"Les exemples choisis par Rousseau ne nous sont pas indifférentsŒæ:ŒæŒ‚ŒæSans parler de la tendresse des Mères pour leurs petits, et des périls qu'elles bravent, pour les en garantir, on observe tous les jours la répugnance qu'ont les Chevaux à
fouler aux pieds un Corps vivantŒæ; Un animal ne passe point sans inquiétude auprès d'un animal mort de son EspèceŒæ: Il y en a míÈme qui leur donnent une sorte de sépultureŒæ; Et les tristes mugissements du Bétail entrant dans une Boucherie, annoncent l'impression qu'il reí_oit de l'horrible spectacle qui le frappe. On voit avec plaisir l'auteur de la *Fable des abeilles*, forcé de reconnaí¬tre l'homme pour un Etre compatissant et sensible, sortir dans l'exemple qu'il en donne, de son style froid et subtil, pour nous offrir la pathétique image d'un homme enfermé qui aperí_oit au dehors une BíÈte féroce, arrachant un Enfant du sein de sa Mère, brisant sous sa dent meurtrière les faibles membres, et déchirant de ses ongles les entrailles de cet Enfant. Quelle affreuse agitation n'éprouve point ce témoin d'un événement auquel il ne prend aucun intéríÈt personnelŒæ? Quelles angoisses ne souffre-t-il pas à cette vue, de ne pouvoir porter aucun secours à la Mère évanouie, ni à l'Enfant expirantŒæ? Tel est le pur mouvement de la Nature, antérieur à toute réflexion...ŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,344,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,123,Book,"Moment oí_ l'homme, n'appartenant plus à l'état de pure nature (qui, dit bien le *Discours*, Œ‚Œæn'existe plus, qui n'a peut-íÈtre point existé, qui probablement n'existera jamais, et dont il est pourtant nécessaire d'avoir des notions justes, pour bien juger de notre état présentŒæŒé Œ‚ŒæPréfaceŒæŒé), ou presque, se tient encore en-deí_à de la société, ou presque.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,253,a,Citation,https://derridas-margins.princeton.edu/titles/192/,143,Book,"Notons-le au passageŒæ: toute la théorie rousseauiste du théí¢tre fait aussi communiquer dans la représentation le pouvoir d'identification äóîŒæla pitiéŒæäóî avec la faculté de l'imagination. Si l'on songe maintenant que Rousseau donne le nom de terreur à la crainte de la mort (*Discours*, p. 143), on tient d'ensemble tout le système qui organise les concepts de terreur et de pitié d'une part, de scène tragique, de représentation, d'imagination et de mort d'autre part. On comprend alors sur cet exemple l'ambivalence du pouvoir d'imaginerŒæ: il ne surmonte l'animalité et ne suscite la passion humaine qu'en
ouvrant la scène et l'espace de la représentation théí¢trale. Il inaugure la perversion dont la possibilité est elle-míÈme inscrite dans la notion de perfectibilité.",bookSection,1755,"Rousseau, Jean-Jacques",fr
